Date,DraftType,Overall,Pick,Player,Position,Last Pick,Draft length,league_id,Name,Lineup,Scoring,Teams,Copies,Decision?
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,49997,#SFB11 Satellite Conference 16,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,49997,#SFB11 Satellite Conference 16,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,49997,#SFB11 Satellite Conference 16,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,49997,#SFB11 Satellite Conference 16,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,49997,#SFB11 Satellite Conference 16,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,49997,#SFB11 Satellite Conference 16,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,49997,#SFB11 Satellite Conference 16,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Murray, Kyler",QB,22.12,22.0,49997,#SFB11 Satellite Conference 16,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Allen, Josh",QB,22.12,22.0,45341,#SFB11 Satellite Conference 19,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,45341,#SFB11 Satellite Conference 19,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,45341,#SFB11 Satellite Conference 19,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,45341,#SFB11 Satellite Conference 19,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,45341,#SFB11 Satellite Conference 19,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,45341,#SFB11 Satellite Conference 19,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,45341,#SFB11 Satellite Conference 19,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,45341,#SFB11 Satellite Conference 19,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,64013,#SFB11 Satellite Conference 15,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,64013,#SFB11 Satellite Conference 15,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,64013,#SFB11 Satellite Conference 15,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,64013,#SFB11 Satellite Conference 15,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,64013,#SFB11 Satellite Conference 15,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,64013,#SFB11 Satellite Conference 15,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,64013,#SFB11 Satellite Conference 15,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,64013,#SFB11 Satellite Conference 15,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,54819,#SFB11 Conference 6,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,54819,#SFB11 Conference 6,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,54819,#SFB11 Conference 6,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,54819,#SFB11 Conference 6,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,54819,#SFB11 Conference 6,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,54819,#SFB11 Conference 6,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,54819,#SFB11 Conference 6,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,54819,#SFB11 Conference 6,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,10940,#SFB11 Conference 18,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,10940,#SFB11 Conference 18,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,10940,#SFB11 Conference 18,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,10940,#SFB11 Conference 18,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,10940,#SFB11 Conference 18,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,10940,#SFB11 Conference 18,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,10940,#SFB11 Conference 18,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,10940,#SFB11 Conference 18,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,58440,#SFB11 Satellite 1,"QB: 1, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",12.0,1.0,
2021-07-05,SFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,53.15,53.0,62636,The League,"QB: 1-3, RB: 1-8, WR: 1-8, TE: 1-8, DE: 1-7, DT: 1-7, LB: 1-7, CB: 1-7, S: 1-7, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",15.0,2.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,35731,#SFB11 Conference 8,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,35731,#SFB11 Conference 8,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,35731,#SFB11 Conference 8,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,35731,#SFB11 Conference 8,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,35731,#SFB11 Conference 8,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,35731,#SFB11 Conference 8,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,35731,#SFB11 Conference 8,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Kelce, Travis",TE,22.12,22.0,35731,#SFB11 Conference 8,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,52073,#SFB11 Satellite Conference 13,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Kelce, Travis",TE,22.12,22.0,52073,#SFB11 Satellite Conference 13,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,52073,#SFB11 Satellite Conference 13,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,52073,#SFB11 Satellite Conference 13,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,52073,#SFB11 Satellite Conference 13,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,52073,#SFB11 Satellite Conference 13,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,52073,#SFB11 Satellite Conference 13,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,52073,#SFB11 Satellite Conference 13,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,,1.0,1.01,"McCaffrey, Christian",RB,16.1,16.0,91809,Mock  833,,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",,,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,62114,#SFB11 Conference 5,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,62114,#SFB11 Conference 5,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,62114,#SFB11 Conference 5,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,62114,#SFB11 Conference 5,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,62114,#SFB11 Conference 5,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,62114,#SFB11 Conference 5,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,62114,#SFB11 Conference 5,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,62114,#SFB11 Conference 5,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,41740,#SFB11 Satellite Conference 26,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,41740,#SFB11 Satellite Conference 26,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,41740,#SFB11 Satellite Conference 26,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,41740,#SFB11 Satellite Conference 26,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,41740,#SFB11 Satellite Conference 26,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Cook, Dalvin",RB,22.12,22.0,41740,#SFB11 Satellite Conference 26,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,41740,#SFB11 Satellite Conference 26,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,41740,#SFB11 Satellite Conference 26,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,27722,#SFB11 Satellite Conference 25,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,22.12,22.0,27722,#SFB11 Satellite Conference 25,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,27722,#SFB11 Satellite Conference 25,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,27722,#SFB11 Satellite Conference 25,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
2021-07-05,3RDROUNDFIRSTRANDOM,1.0,1.01,"McCaffrey, Christian",RB,22.12,22.0,27722,#SFB11 Satellite Conference 25,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, PK: 0-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",96.0,1.0,
